timestamp,speaker,words,tags
,DR. KINCAID,"Good morning, everyone, and thank you for coming. As the agency host for this meeting, I want to welcome you all. Dr. Peter Marks, the Center Director of Biologics at the FDA, will be giving some more in-depth opening remarks, but I just as a representative of NIAID, one of the co-sponsors, I just wanted to welcome you all and thank you for attending.",KINCAID
,,"At NIAID in particular, our programmatic efforts are driven by a combination of recognition of unmet medical needs and scientific opportunity. I think we all can recognize that antimicrobial resistance is a present and growing unmet medical need that needs attention, and this meeting and you coming here today, you are bringing us scientific opportunities that we wish to capitalize on and programmatically develop projects to move forward, and so I'm very hopeful for this meeting to give us some ideas and concepts that we, in conjunction with our sister agency at the FDA, can move forward to better prepare the ground for regulatory science that will enable the development in this whole category of countermeasures.So I wish you a very productive and pleasant and entertaining and educational meeting, and I'll turn it over to Peter.",
,DR. MARKS,"Okay. So welcome, everyone. Thank you all for coming to this workshop on bacteriophage therapy that's covering both scientific and regulatory issues.",MARKS
,,"The workshop's co-sponsored by the Center for Biologics Evaluation and Research at the Food and Drug Administration, in collaboration with the National Institute of Allergy and Infectious Diseases at the National Institutes of Health, and before I go much further I'd like to take a moment to thank those at both institutions for all of their work and their efforts putting together what should be a very engaging and informative program over the next two days.",
,,"I also want to take the opportunity to thank all of those who will be presenting and serving on panel discussions for making the time to travel here and to do so, all of those who have braved Metro to make it here, thank you, even those coming from locally.",
,,"Antibiotic development got underway seriously in the 1940s and reached its heyday in the1950s and 1960s. Although initially it was the source of miraculous cures for a variety of infections that were previously difficult or impossible to treat, it was not long before the problem of resistance to antibiotics that had been developed occurred.",
,,"Over the past two decades, such antibiotic resistance has really escalated to crisis-level proportions, and we now have the development of Methicillin-resistant Staphylococcus aureus that's present in many communities at high levels, vancomycin-resistant enterococci, and a variety of gram-negative organisms, such as Klebsiella and Pseudomonas species, that are resistant to multiple different antibiotics. In fact, some are remarkably resistant.",
,,"Ironically, though it was discovered a bit over a century ago before the modern antibiotic era, bacteriophage may turn out to be important therapeutics in combatting antibiotic-resistant infections.",
,,"First discovered by the English microbiologist Twort in 1915 and then characterized further by the French-Canadian scientist Félix d'Herelle, it was not until decades later the details of the lytic mode of action of phage were understood.Such limitations in mechanistic understanding, combined with the ready availability of antibiotics following the Second World War, led to the development of phage therapy for the treatment of human infections in the United States and Western Europe to really slow down and to be shelved for a number of decades. The work on phage therapy continued in some Eastern European countries, including Poland and Russia.",
,,"Over the past decade, however, the investigation of potential phage therapy has seen a renaissance globally as certain infections have proven to be quite resistant to our existing complement of antibiotics and the discovery of novel antibiotics to combat such resistance have become increasingly challenging from a practical perspective.",
,,"On the other hand, phage therapy appears to be non-toxic in humans and in animals, and phage have the benefit that their bacterial specificity allows sparing of the remainder of the beneficial microbiota. In addition, there's the potential to either select or engineer phage to target bacteria that develop resistance to these agents.",
,,"Over the next two days there will be talks and discussions covering the scientific, manufacturing, clinical, and regulatory issuessurrounding the use of phage therapy. Though challenges clearly remain in the development of phage therapy for the prevention or treatment of infections in humans, their potential clinical utility seems quite promising in a time when other options seem much less so, and that's particularly in certain circumstances, and thus -- let's see -- the adage 'What's old is new again' seems quite appropriate when describing the situation with phage, or said more modernly, 'Old is the new new,' and we look forward to a very informative and productive workshop over the next days.",
,,"Thank you very much, and we really appreciate your coming today.",
,,(Applause.),
,DR. KINCAID,"Good morning, everyone. My name is Randall Kincaid, and I'll be serving as moderator in the first session today. Just so that you're aware of it, we have an additional room, a companion room which is connected by VTC, and it is possible that if questions arise from those in that room, we will be entertaining sort of alternate questions if that comes up.",KINCAID
,,"Before we begin, I was asked to make a couple brief statements. First of all, that eachspeaker outside of the government was asked to submit documentation outlining their financial interests. This is an important matter, and these records are all in place. And secondly, that the proceedings of the workshop are being recorded for purposes of transcription and these will be made available at the end of our sessions. Well, it'll actually be made available after we've compiled them and all of that.",
,,"So, without further ado, I'd like to introduce our first speaker, Dr. Ry Young from the Center for Phage Technology at Texas A&M, who will provide us an overview of bacteriophage then and now.",
